Date,Adj Close
1981-04-03,0.890625
1981-04-06,0.890625
1981-04-07,0.890625
1981-04-08,0.875
1981-04-09,0.890625
1981-04-10,0.875
1981-04-13,0.84375
1981-04-14,0.859375
1981-04-15,0.859375
1981-04-16,0.84375
1981-04-20,0.859375
1981-04-21,0.875
1981-04-22,0.890625
1981-04-23,0.921875
1981-04-24,0.921875
1981-04-27,0.90625
1981-04-28,0.875
1981-04-29,0.859375
1981-04-30,0.859375
1981-05-01,0.84375
1981-05-04,0.859375
1981-05-05,0.84375
1981-05-06,0.84375
1981-05-07,0.8125
1981-05-08,0.796875
1981-05-11,0.828125
1981-05-12,0.828125
1981-05-13,0.828125
1981-05-14,0.8125
1981-05-15,0.75
1981-05-18,0.796875
1981-05-19,0.796875
1981-05-20,0.796875
1981-05-21,0.796875
1981-05-22,0.78125
1981-05-26,0.78125
1981-05-27,0.84375
1981-05-28,0.890625
1981-05-29,0.90625
1981-06-01,0.890625
1981-06-02,0.84375
1981-06-03,0.875
1981-06-04,0.8125
1981-06-05,0.8125
1981-06-08,0.796875
1981-06-09,0.78125
1981-06-10,0.765625
1981-06-11,0.78125
1981-06-12,0.796875
1981-06-15,0.75
1981-06-16,0.78125
1981-06-17,0.75
1981-06-18,0.75
1981-06-19,0.75
1981-06-22,0.765625
1981-06-23,0.75
1981-06-24,0.75
1981-06-25,0.75
1981-06-26,0.75
1981-06-29,0.765625
1981-06-30,0.765625
1981-07-01,0.765625
1981-07-02,0.765625
1981-07-06,0.734375
1981-07-07,0.6875
1981-07-08,0.6875
1981-07-09,0.6875
1981-07-10,0.703125
1981-07-13,0.6875
1981-07-14,0.6875
1981-07-15,0.6875
1981-07-16,0.6875
1981-07-17,0.703125
1981-07-20,0.703125
1981-07-21,0.6875
1981-07-22,0.671875
1981-07-23,0.65625
1981-07-24,0.65625
1981-07-27,0.625
1981-07-28,0.625
1981-07-29,0.65625
1981-07-30,0.65625
1981-07-31,0.71875
1981-08-03,0.703125
1981-08-04,0.734375
1981-08-05,0.765625
1981-08-06,0.765625
1981-08-07,0.765625
1981-08-10,0.734375
1981-08-11,0.75
1981-08-12,0.734375
1981-08-13,0.734375
1981-08-14,0.734375
1981-08-17,0.703125
1981-08-18,0.6875
1981-08-19,0.6875
1981-08-20,0.6875
1981-08-21,0.703125
1981-08-24,0.6875
1981-08-25,0.6875
1981-08-26,0.640625
1981-08-27,0.640625
1981-08-28,0.625
1981-08-31,0.609375
1981-09-01,0.609375
1981-09-02,0.625
1981-09-03,0.625
1981-09-04,0.625
1981-09-08,0.59375
1981-09-09,0.578125
1981-09-10,0.59375
1981-09-11,0.59375
1981-09-14,0.609375
1981-09-15,0.609375
1981-09-16,0.578125
1981-09-17,0.59375
1981-09-18,0.578125
1981-09-21,0.5625
1981-09-22,0.546875
1981-09-23,0.546875
1981-09-24,0.546875
1981-09-25,0.53125
1981-09-28,0.46875
1981-09-29,0.5
1981-09-30,0.515625
1981-10-01,0.515625
1981-10-02,0.515625
1981-10-05,0.5
1981-10-06,0.5
1981-10-07,0.5
1981-10-08,0.53125
1981-10-09,0.5625
1981-10-12,0.5625
1981-10-13,0.546875
1981-10-14,0.546875
1981-10-15,0.546875
1981-10-16,0.53125
1981-10-19,0.515625
1981-10-20,0.515625
1981-10-21,0.515625
1981-10-22,0.5
1981-10-23,0.5
1981-10-26,0.5
1981-10-27,0.5
1981-10-28,0.484375
1981-10-29,0.5
1981-10-30,0.515625
1981-11-02,0.5
1981-11-03,0.515625
1981-11-04,0.515625
1981-11-05,0.53125
1981-11-06,0.5
1981-11-09,0.484375
1981-11-10,0.5
1981-11-11,0.46875
1981-11-12,0.484375
1981-11-13,0.46875
1981-11-16,0.453125
1981-11-17,0.453125
1981-11-18,0.484375
1981-11-19,0.484375
1981-11-20,0.484375
1981-11-23,0.5
1981-11-24,0.5
1981-11-25,0.484375
1981-11-27,0.5
1981-11-30,0.5
1981-12-01,0.5
1981-12-02,0.5
1981-12-03,0.484375
1981-12-04,0.484375
1981-12-07,0.46875
1981-12-08,0.453125
1981-12-09,0.453125
1981-12-10,0.453125
1981-12-11,0.453125
1981-12-14,0.453125
1981-12-15,0.453125
1981-12-16,0.453125
1981-12-17,0.453125
1981-12-18,0.46875
1981-12-21,0.4375
1981-12-22,0.421875
1981-12-23,0.421875
1981-12-24,0.453125
1981-12-28,0.59375
1981-12-29,0.546875
1981-12-30,0.5
1981-12-31,0.5
1982-01-04,0.53125
1982-01-05,0.5625
1982-01-06,0.5625
1982-01-07,0.5625
1982-01-08,0.53125
1982-01-11,0.546875
1982-01-12,0.53125
1982-01-13,0.515625
1982-01-14,0.53125
1982-01-15,0.546875
1982-01-18,0.53125
1982-01-19,0.546875
1982-01-20,0.5625
1982-01-21,0.5625
1982-01-22,0.546875
1982-01-25,0.546875
1982-01-26,0.5625
1982-01-27,0.59375
1982-01-28,0.59375
1982-01-29,0.578125
1982-02-01,0.578125
1982-02-02,0.578125
1982-02-03,0.578125
1982-02-04,0.5625
1982-02-05,0.53125
1982-02-08,0.5
1982-02-09,0.46875
1982-02-10,0.46875
1982-02-11,0.453125
1982-02-12,0.4375
1982-02-16,0.4375
1982-02-17,0.484375
1982-02-18,0.5
1982-02-19,0.5
1982-02-22,0.5
1982-02-23,0.46875
1982-02-24,0.46875
1982-02-25,0.46875
1982-02-26,0.484375
1982-03-01,0.484375
1982-03-02,0.453125
1982-03-03,0.46875
1982-03-04,0.484375
1982-03-05,0.453125
1982-03-08,0.4375
1982-03-09,0.421875
1982-03-10,0.4375
1982-03-11,0.4375
1982-03-12,0.4375
1982-03-15,0.4375
1982-03-16,0.4375
1982-03-17,0.4375
1982-03-18,0.46875
1982-03-19,0.484375
1982-03-22,0.484375
1982-03-23,0.46875
1982-03-24,0.484375
1982-03-25,0.484375
1982-03-26,0.484375
1982-03-29,0.484375
1982-03-30,0.484375
1982-03-31,0.453125
1982-04-01,0.46875
1982-04-02,0.453125
1982-04-05,0.453125
1982-04-06,0.453125
1982-04-07,0.453125
1982-04-08,0.453125
1982-04-12,0.46875
1982-04-13,0.46875
1982-04-14,0.4375
1982-04-15,0.46875
1982-04-16,0.46875
1982-04-19,0.46875
1982-04-20,0.46875
1982-04-21,0.484375
1982-04-22,0.484375
1982-04-23,0.484375
1982-04-26,0.484375
1982-04-27,0.453125
1982-04-28,0.453125
1982-04-29,0.46875
1982-04-30,0.46875
1982-05-03,0.46875
1982-05-04,0.46875
1982-05-05,0.46875
1982-05-06,0.46875
1982-05-07,0.46875
1982-05-10,0.46875
1982-05-11,0.484375
1982-05-12,0.484375
1982-05-13,0.484375
1982-05-14,0.53125
1982-05-17,0.53125
1982-05-18,0.53125
1982-05-19,0.546875
1982-05-20,0.5
1982-05-21,0.5
1982-05-24,0.46875
1982-05-25,0.46875
1982-05-26,0.453125
1982-05-27,0.453125
1982-05-28,0.4375
1982-06-01,0.4375
1982-06-02,0.4375
1982-06-03,0.453125
1982-06-04,0.4375
1982-06-07,0.4375
1982-06-08,0.4375
1982-06-09,0.421875
1982-06-10,0.421875
1982-06-11,0.4375
1982-06-14,0.4375
1982-06-15,0.4375
1982-06-16,0.421875
1982-06-17,0.421875
1982-06-18,0.421875
1982-06-21,0.40625
1982-06-22,0.421875
1982-06-23,0.4375
1982-06-24,0.421875
1982-06-25,0.40625
1982-06-28,0.40625
1982-06-29,0.40625
1982-06-30,0.421875
1982-07-01,0.40625
1982-07-02,0.40625
1982-07-06,0.390625
1982-07-07,0.390625
1982-07-08,0.359375
1982-07-09,0.359375
1982-07-12,0.375
1982-07-13,0.375
1982-07-14,0.359375
1982-07-15,0.359375
1982-07-16,0.34375
1982-07-19,0.359375
1982-07-20,0.375
1982-07-21,0.390625
1982-07-22,0.375
1982-07-23,0.421875
1982-07-26,0.421875
1982-07-27,0.390625
1982-07-28,0.375
1982-07-29,0.375
1982-07-30,0.375
1982-08-02,0.375
1982-08-03,0.375
1982-08-04,0.375
1982-08-05,0.375
1982-08-06,0.375
1982-08-09,0.359375
1982-08-10,0.359375
1982-08-11,0.359375
1982-08-12,0.375
1982-08-13,0.390625
1982-08-16,0.390625
1982-08-17,0.375
1982-08-18,0.375
1982-08-19,0.421875
1982-08-20,0.4375
1982-08-23,0.4375
1982-08-24,0.421875
1982-08-25,0.421875
1982-08-26,0.4375
1982-08-27,0.4375
1982-08-30,0.421875
1982-08-31,0.421875
1982-09-01,0.5
1982-09-02,0.484375
1982-09-03,0.484375
1982-09-07,0.453125
1982-09-08,0.5
1982-09-09,0.5
1982-09-10,0.484375
1982-09-13,0.484375
1982-09-14,0.46875
1982-09-15,0.453125
1982-09-16,0.453125
1982-09-17,0.453125
1982-09-20,0.4375
1982-09-21,0.4375
1982-09-22,0.4375
1982-09-23,0.4375
1982-09-24,0.4375
1982-09-27,0.4375
1982-09-28,0.4375
1982-09-29,0.4375
1982-09-30,0.4375
1982-10-01,0.453125
1982-10-04,0.4375
1982-10-05,0.421875
1982-10-06,0.390625
1982-10-07,0.421875
1982-10-08,0.40625
1982-10-11,0.484375
1982-10-12,0.53125
1982-10-13,0.515625
1982-10-14,0.5
1982-10-15,0.5
1982-10-18,0.5
1982-10-19,0.484375
1982-10-20,0.515625
1982-10-21,0.546875
1982-10-22,0.515625
1982-10-25,0.484375
1982-10-26,0.46875
1982-10-27,0.46875
1982-10-28,0.4375
1982-10-29,0.4375
1982-11-01,0.4375
1982-11-02,0.453125
1982-11-03,0.4375
1982-11-04,0.515625
1982-11-05,0.5625
1982-11-08,0.53125
1982-11-09,0.546875
1982-11-10,0.53125
1982-11-11,0.53125
1982-11-12,0.59375
1982-11-15,0.609375
1982-11-16,0.59375
1982-11-17,0.640625
1982-11-18,0.609375
1982-11-19,0.5625
1982-11-22,0.578125
1982-11-23,0.609375
1982-11-24,0.671875
1982-11-26,0.671875
1982-11-29,0.671875
1982-11-30,0.6875
1982-12-01,0.65625
1982-12-02,0.65625
1982-12-03,0.625
1982-12-06,0.640625
1982-12-07,0.640625
1982-12-08,0.640625
1982-12-09,0.625
1982-12-10,0.625
1982-12-13,0.640625
1982-12-14,0.578125
1982-12-15,0.578125
1982-12-16,0.59375
1982-12-17,0.59375
1982-12-20,0.5625
1982-12-21,0.5625
1982-12-22,0.5625
1982-12-23,0.5625
1982-12-27,0.546875
1982-12-28,0.5625
1982-12-29,0.59375
1982-12-30,0.640625
1982-12-31,0.703125
1983-01-03,0.6875
1983-01-04,0.6875
1983-01-05,0.640625
1983-01-06,0.65625
1983-01-07,0.671875
1983-01-10,0.640625
1983-01-11,0.640625
1983-01-12,0.640625
1983-01-13,0.640625
1983-01-14,0.6875
1983-01-17,0.703125
1983-01-18,0.734375
1983-01-19,0.71875
1983-01-20,0.71875
1983-01-21,0.6875
1983-01-24,0.671875
1983-01-25,0.671875
1983-01-26,0.6875
1983-01-27,0.703125
1983-01-28,0.75
1983-01-31,0.75
1983-02-01,0.734375
1983-02-02,0.734375
1983-02-03,0.703125
1983-02-04,0.75
1983-02-07,0.734375
1983-02-08,0.71875
1983-02-09,0.734375
1983-02-10,0.734375
1983-02-11,0.8125
1983-02-14,0.796875
1983-02-15,0.796875
1983-02-16,0.8125
1983-02-17,0.828125
1983-02-18,0.90625
1983-02-22,0.875
1983-02-23,0.859375
1983-02-24,0.84375
1983-02-25,0.859375
1983-02-28,0.84375
1983-03-01,0.828125
1983-03-02,0.859375
1983-03-03,0.8125
1983-03-04,0.765625
1983-03-07,0.8125
1983-03-08,0.796875
1983-03-09,0.78125
1983-03-10,0.765625
1983-03-11,0.75
1983-03-14,0.671875
1983-03-15,0.671875
1983-03-16,0.796875
1983-03-17,0.796875
1983-03-18,0.78125
1983-03-21,0.75
1983-03-22,0.78125
1983-03-23,0.765625
1983-03-24,0.796875
1983-03-25,0.78125
1983-03-28,0.75
1983-03-29,0.734375
1983-03-30,0.734375
1983-03-31,0.71875
1983-04-04,0.71875
1983-04-05,0.734375
1983-04-06,0.703125
1983-04-07,0.71875
1983-04-08,0.75
1983-04-11,0.734375
1983-04-12,0.734375
1983-04-13,0.75
1983-04-14,0.78125
1983-04-15,0.765625
1983-04-18,0.78125
1983-04-19,0.8125
1983-04-20,0.8125
1983-04-21,0.828125
1983-04-22,0.84375
1983-04-25,0.828125
1983-04-26,0.828125
1983-04-27,0.84375
1983-04-28,0.875
1983-04-29,0.90625
1983-05-02,0.96875
1983-05-03,0.953125
1983-05-04,0.921875
1983-05-05,0.875
1983-05-06,0.890625
1983-05-09,0.90625
1983-05-10,0.90625
1983-05-11,0.953125
1983-05-12,0.984375
1983-05-13,0.953125
1983-05-16,0.984375
1983-05-17,0.9375
1983-05-18,0.921875
1983-05-19,0.90625
1983-05-20,0.875
1983-05-23,1.0
1983-05-24,1.0
1983-05-25,0.96875
1983-05-26,0.984375
1983-05-27,0.96875
1983-05-31,0.984375
1983-06-01,1.03125
1983-06-02,1.015625
1983-06-03,1.078125
1983-06-06,1.046875
1983-06-07,1.0
1983-06-08,0.96875
1983-06-09,0.953125
1983-06-10,0.96875
1983-06-13,1.171875
1983-06-14,1.125
1983-06-15,1.125
1983-06-16,1.15625
1983-06-17,1.171875
1983-06-20,1.25
1983-06-21,1.25
1983-06-22,1.25
1983-06-23,1.234375
1983-06-24,1.25
1983-06-27,1.203125
1983-06-28,1.140625
1983-06-29,1.125
1983-06-30,1.15625
1983-07-01,1.171875
1983-07-05,1.125
1983-07-06,1.15625
1983-07-07,1.125
1983-07-08,1.125
1983-07-11,1.140625
1983-07-12,1.078125
1983-07-13,1.0625
1983-07-14,1.0625
1983-07-15,1.046875
1983-07-18,1.0
1983-07-19,1.015625
1983-07-20,1.09375
1983-07-21,1.109375
1983-07-22,1.125
1983-07-25,1.15625
1983-07-26,1.109375
1983-07-27,1.109375
1983-07-28,1.140625
1983-07-29,1.109375
1983-08-01,1.046875
1983-08-02,1.109375
1983-08-03,1.09375
1983-08-04,1.09375
1983-08-05,1.0625
1983-08-08,1.046875
1983-08-09,1.0625
1983-08-10,1.046875
1983-08-11,1.015625
1983-08-12,1.03125
1983-08-15,1.03125
1983-08-16,1.0
1983-08-17,0.984375
1983-08-18,1.03125
1983-08-19,1.015625
1983-08-22,1.0
1983-08-23,1.0
1983-08-24,1.0
1983-08-25,0.96875
1983-08-26,0.921875
1983-08-29,0.9375
1983-08-30,0.953125
1983-08-31,0.9375
1983-09-01,1.0
1983-09-02,1.0
1983-09-06,1.03125
1983-09-07,1.03125
1983-09-08,0.984375
1983-09-09,0.984375
1983-09-12,0.953125
1983-09-13,0.890625
1983-09-14,0.875
1983-09-15,0.84375
1983-09-16,0.875
1983-09-19,0.90625
1983-09-20,0.890625
1983-09-21,0.921875
1983-09-22,0.9375
1983-09-23,0.90625
1983-09-26,0.90625
1983-09-27,0.90625
1983-09-28,0.90625
1983-09-29,0.90625
1983-09-30,0.90625
1983-10-03,0.90625
1983-10-04,0.890625
1983-10-05,0.90625
1983-10-06,0.890625
1983-10-07,0.890625
1983-10-10,0.9375
1983-10-11,0.953125
1983-10-12,0.953125
1983-10-13,0.96875
1983-10-14,0.9375
1983-10-17,0.921875
1983-10-18,0.890625
1983-10-19,0.875
1983-10-20,0.859375
1983-10-21,0.84375
1983-10-24,0.859375
1983-10-25,0.84375
1983-10-26,0.828125
1983-10-27,0.8125
1983-10-28,0.8125
1983-10-31,0.828125
1983-11-01,0.765625
1983-11-02,0.765625
1983-11-03,0.765625
1983-11-04,0.765625
1983-11-07,0.796875
1983-11-08,0.78125
1983-11-09,0.78125
1983-11-10,0.78125
1983-11-11,0.78125
1983-11-14,0.765625
1983-11-15,0.765625
1983-11-16,0.78125
1983-11-17,0.78125
1983-11-18,0.78125
1983-11-21,0.78125
1983-11-22,0.765625
1983-11-23,0.765625
1983-11-25,0.875
1983-11-28,0.84375
1983-11-29,0.9375
1983-11-30,0.875
1983-12-01,0.875
1983-12-02,0.84375
1983-12-05,0.84375
1983-12-06,0.84375
1983-12-07,0.84375
1983-12-08,0.8125
1983-12-09,0.84375
1983-12-12,0.8125
1983-12-13,0.796875
1983-12-14,0.796875
1983-12-15,0.78125
1983-12-16,0.78125
1983-12-19,0.78125
1983-12-20,0.765625
1983-12-21,0.75
1983-12-22,0.734375
1983-12-23,0.765625
1983-12-27,0.75
1983-12-28,0.75
1983-12-29,0.71875
1983-12-30,0.734375
1984-01-03,0.75
1984-01-04,0.78125
1984-01-05,0.828125
1984-01-06,0.875
1984-01-09,0.890625
1984-01-10,0.875
1984-01-11,0.84375
1984-01-12,0.828125
1984-01-13,0.78125
1984-01-16,0.8125
1984-01-17,0.8125
1984-01-18,0.84375
1984-01-19,0.8125
1984-01-20,0.78125
1984-01-23,0.78125
1984-01-24,0.75
1984-01-25,0.765625
1984-01-26,0.828125
1984-01-27,0.78125
1984-01-30,0.734375
1984-01-31,0.71875
1984-02-01,0.71875
1984-02-02,0.71875
1984-02-03,0.71875
1984-02-06,0.71875
1984-02-07,0.703125
1984-02-08,0.640625
1984-02-09,0.671875
1984-02-10,0.671875
1984-02-13,0.640625
1984-02-14,0.671875
1984-02-15,0.625
1984-02-16,0.625
1984-02-17,0.625
1984-02-21,0.625
1984-02-22,0.625
1984-02-23,0.59375
1984-02-24,0.625
1984-02-27,0.640625
1984-02-28,0.640625
1984-02-29,0.609375
1984-03-01,0.59375
1984-03-02,0.625
1984-03-05,0.625
1984-03-06,0.59375
1984-03-07,0.59375
1984-03-08,0.59375
1984-03-09,0.609375
1984-03-12,0.59375
1984-03-13,0.609375
1984-03-14,0.609375
1984-03-15,0.59375
1984-03-16,0.59375
1984-03-19,0.578125
1984-03-20,0.625
1984-03-21,0.609375
1984-03-22,0.703125
1984-03-23,0.6875
1984-03-26,0.65625
1984-03-27,0.640625
1984-03-28,0.640625
1984-03-29,0.65625
1984-03-30,0.65625
1984-04-02,0.640625
1984-04-03,0.625
1984-04-04,0.625
1984-04-05,0.625
1984-04-06,0.625
1984-04-09,0.625
1984-04-10,0.625
1984-04-11,0.59375
1984-04-12,0.59375
1984-04-13,0.59375
1984-04-16,0.609375
1984-04-17,0.609375
1984-04-18,0.59375
1984-04-19,0.59375
1984-04-23,0.59375
1984-04-24,0.578125
1984-04-25,0.578125
1984-04-26,0.578125
1984-04-27,0.578125
1984-04-30,0.5625
1984-05-01,0.5625
1984-05-02,0.578125
1984-05-03,0.578125
1984-05-04,0.578125
1984-05-07,0.609375
1984-05-08,0.609375
1984-05-09,0.609375
1984-05-10,0.609375
1984-05-11,0.609375
1984-05-14,0.609375
1984-05-15,0.609375
1984-05-16,0.609375
1984-05-17,0.578125
1984-05-18,0.5625
1984-05-21,0.5625
1984-05-22,0.5625
1984-05-23,0.5625
1984-05-24,0.546875
1984-05-25,0.5625
1984-05-29,0.515625
1984-05-30,0.5
1984-05-31,0.5
1984-06-01,0.515625
1984-06-04,0.515625
1984-06-05,0.515625
1984-06-06,0.515625
1984-06-07,0.515625
1984-06-08,0.484375
1984-06-11,0.46875
1984-06-12,0.5
1984-06-13,0.515625
1984-06-14,0.5
1984-06-15,0.53125
1984-06-18,0.546875
1984-06-19,0.546875
1984-06-20,0.53125
1984-06-21,0.53125
1984-06-22,0.546875
1984-06-25,0.53125
1984-06-26,0.515625
1984-06-27,0.515625
1984-06-28,0.53125
1984-06-29,0.515625
1984-07-02,0.5
1984-07-03,0.5
1984-07-05,0.515625
1984-07-06,0.5
1984-07-09,0.5
1984-07-10,0.5
1984-07-11,0.484375
1984-07-12,0.5
1984-07-13,0.5
1984-07-16,0.5
1984-07-17,0.484375
1984-07-18,0.484375
1984-07-19,0.484375
1984-07-20,0.5
1984-07-23,0.46875
1984-07-24,0.46875
1984-07-25,0.46875
1984-07-26,0.46875
1984-07-27,0.46875
1984-07-30,0.453125
1984-07-31,0.40625
1984-08-01,0.4375
1984-08-02,0.4375
1984-08-03,0.421875
1984-08-06,0.40625
1984-08-07,0.40625
1984-08-08,0.421875
1984-08-09,0.421875
1984-08-10,0.421875
1984-08-13,0.40625
1984-08-14,0.40625
1984-08-15,0.40625
1984-08-16,0.390625
1984-08-17,0.390625
1984-08-20,0.390625
1984-08-21,0.421875
1984-08-22,0.421875
1984-08-23,0.4375
1984-08-24,0.453125
1984-08-27,0.453125
1984-08-28,0.46875
1984-08-29,0.46875
1984-08-30,0.484375
1984-08-31,0.484375
1984-09-04,0.46875
1984-09-05,0.515625
1984-09-06,0.484375
1984-09-07,0.46875
1984-09-10,0.4375
1984-09-11,0.421875
1984-09-12,0.421875
1984-09-13,0.40625
1984-09-14,0.515625
1984-09-17,0.5
1984-09-18,0.5
1984-09-19,0.46875
1984-09-20,0.46875
1984-09-21,0.484375
1984-09-24,0.484375
1984-09-25,0.4375
1984-09-26,0.484375
1984-09-27,0.453125
1984-09-28,0.453125
1984-10-01,0.453125
1984-10-02,0.453125
1984-10-03,0.46875
1984-10-04,0.46875
1984-10-05,0.453125
1984-10-08,0.4375
1984-10-09,0.421875
1984-10-10,0.421875
1984-10-11,0.453125
1984-10-12,0.453125
1984-10-15,0.453125
1984-10-16,0.453125
1984-10-17,0.453125
1984-10-18,0.4375
1984-10-19,0.4375
1984-10-22,0.453125
1984-10-23,0.453125
1984-10-24,0.5
1984-10-25,0.484375
1984-10-26,0.46875
1984-10-29,0.46875
1984-10-30,0.4375
1984-10-31,0.4375
1984-11-01,0.4375
1984-11-02,0.4375
1984-11-05,0.4375
1984-11-06,0.453125
1984-11-07,0.4375
1984-11-08,0.4375
1984-11-09,0.4375
1984-11-12,0.4375
1984-11-13,0.421875
1984-11-14,0.40625
