Date,Adj Close
1996-12-02,1.71875
1996-12-03,1.6875
1996-12-04,1.71875
1996-12-05,1.75
1996-12-06,1.75
1996-12-09,1.71875
1996-12-10,1.625
1996-12-11,1.6875
1996-12-12,1.640625
1996-12-13,1.59375
1996-12-16,1.625
1996-12-17,1.625
1996-12-18,1.59375
1996-12-19,1.640625
1996-12-20,1.578125
1996-12-23,1.53125
1996-12-24,1.625
1996-12-26,1.625
1996-12-27,1.640625
1996-12-30,1.671875
1996-12-31,1.6875
1997-01-02,1.71875
1997-01-03,1.6875
1997-01-06,1.6875
1997-01-07,1.765625
1997-01-08,1.71875
1997-01-09,1.84375
1997-01-10,1.78125
1997-01-13,1.875
1997-01-14,2.03125
1997-01-15,2.0625
1997-01-16,2.03125
1997-01-17,2.109375
1997-01-20,2.375
1997-01-21,2.15625
1997-01-22,2.0625
1997-01-23,2.125
1997-01-24,2.0625
1997-01-27,2.0625
1997-01-28,2.125
1997-01-29,2.3125
1997-01-30,2.375
1997-01-31,2.46875
1997-02-03,2.46875
1997-02-04,2.4375
1997-02-05,2.703125
1997-02-06,2.734375
1997-02-07,2.71875
1997-02-10,2.4375
1997-02-11,2.71875
1997-02-12,2.6875
1997-02-13,2.71875
1997-02-14,2.71875
1997-02-18,2.75
1997-02-19,2.6875
1997-02-20,2.59375
1997-02-21,2.5625
1997-02-24,2.65625
1997-02-25,2.5625
1997-02-26,2.59375
1997-02-27,2.546875
1997-02-28,2.75
1997-03-03,2.625
1997-03-04,2.84375
1997-03-05,2.8125
1997-03-06,2.875
1997-03-07,2.8125
1997-03-10,2.875
1997-03-11,2.71875
1997-03-12,2.625
1997-03-13,2.5
1997-03-14,2.5
1997-03-17,2.484375
1997-03-18,2.453125
1997-03-19,2.40625
1997-03-20,2.4375
1997-03-21,2.46875
1997-03-24,2.40625
1997-03-25,2.34375
1997-03-26,2.265625
1997-03-27,2.25
1997-03-31,2.21875
1997-04-01,2.15625
1997-04-02,2.21875
1997-04-03,2.171875
1997-04-04,2.15625
1997-04-07,2.1875
1997-04-08,2.1875
1997-04-09,2.203125
1997-04-10,2.1875
1997-04-11,2.1875
1997-04-14,2.15625
1997-04-15,2.375
1997-04-16,2.4375
1997-04-17,2.375
1997-04-18,2.3125
1997-04-21,2.40625
1997-04-22,2.40625
1997-04-23,2.390625
1997-04-24,2.382812976837158
1997-04-25,2.3125
1997-04-28,2.3125
1997-04-29,2.1875
1997-04-30,2.1875
1997-05-01,2.09375
1997-05-02,2.125
1997-05-05,2.1875
1997-05-06,2.0625
1997-05-07,2.09375
1997-05-08,2.15625
1997-05-09,2.1875
1997-05-12,2.28125
1997-05-13,2.34375
1997-05-14,2.4375
1997-05-15,2.3125
1997-05-16,2.125
1997-05-19,2.21875
1997-05-20,2.28125
1997-05-21,2.375
1997-05-22,2.28125
1997-05-23,2.25
1997-05-27,2.34375
1997-05-28,2.3125
1997-05-29,2.34375
1997-05-30,2.3125
1997-06-02,2.375
1997-06-03,2.5
1997-06-04,2.53125
1997-06-05,2.65625
1997-06-06,2.65625
1997-06-09,2.5625
1997-06-10,2.65625
1997-06-11,2.5625
1997-06-12,2.5625
1997-06-13,2.515625
1997-06-16,2.46875
1997-06-17,2.375
1997-06-18,2.5
1997-06-19,2.5625
1997-06-20,2.5625
1997-06-23,2.515625
1997-06-24,2.46875
1997-06-25,2.40625
1997-06-26,2.4375
1997-06-27,2.40625
1997-06-30,2.40625
1997-07-01,2.421875
1997-07-02,2.4375
1997-07-03,2.5
1997-07-07,2.625
1997-07-08,2.96875
1997-07-09,2.875
1997-07-10,2.84375
1997-07-11,2.96875
1997-07-14,3.03125
1997-07-15,3.1875
1997-07-16,3.375
1997-07-17,3.375
1997-07-18,3.25
1997-07-21,3.515625
1997-07-22,3.40625
1997-07-23,3.40625
1997-07-24,3.367187976837158
1997-07-25,3.375
1997-07-28,3.40625
1997-07-29,3.40625
1997-07-30,3.90625
1997-07-31,3.78125
1997-08-01,3.75
1997-08-04,3.625
1997-08-05,3.84375
1997-08-06,4.0
1997-08-07,3.96875
1997-08-08,3.9375
1997-08-11,3.9375
1997-08-12,3.84375
1997-08-13,3.96875
1997-08-14,4.15625
1997-08-15,4.28125
1997-08-18,4.5625
1997-08-19,4.875
1997-08-20,4.90625
1997-08-21,4.875
1997-08-22,4.9375
1997-08-25,5.125
1997-08-26,5.21875
1997-08-27,4.9375
1997-08-28,5.0625
1997-08-29,5.125
1997-09-02,5.0625
1997-09-03,4.96875
1997-09-04,4.875
1997-09-05,5.03125
1997-09-08,5.0
1997-09-09,4.875
1997-09-10,4.875
1997-09-11,5.0
1997-09-12,5.25
1997-09-15,4.96875
1997-09-16,5.0
1997-09-17,4.78125
1997-09-18,4.6875
1997-09-19,4.5625
1997-09-22,4.84375
1997-09-23,5.0
1997-09-24,5.4375
1997-09-25,5.625
1997-09-26,5.5625
1997-09-29,5.96875
1997-09-30,5.96875
1997-10-01,5.9375
1997-10-02,6.03125
1997-10-03,6.25
1997-10-06,6.09375
1997-10-07,6.0
1997-10-08,6.25
1997-10-09,6.25
1997-10-10,6.3125
1997-10-13,6.375
1997-10-14,6.34375
1997-10-15,6.375
1997-10-16,6.15625
1997-10-17,5.9375
1997-10-20,5.921875
1997-10-21,5.75
1997-10-22,5.6875
1997-10-23,5.5625
1997-10-24,5.5
1997-10-27,4.75
1997-10-28,5.1875
1997-10-29,5.0625
1997-10-30,4.9375
1997-10-31,5.375
1997-11-03,5.34375
1997-11-04,5.5
1997-11-05,5.4375
1997-11-06,5.375
1997-11-07,5.5
1997-11-10,5.59375
1997-11-11,5.4375
1997-11-12,5.34375
1997-11-13,5.65625
1997-11-14,5.75
1997-11-17,5.625
1997-11-18,5.4375
1997-11-19,5.4375
1997-11-20,5.125
1997-11-21,5.125
1997-11-24,5.25
1997-11-25,5.125
1997-11-26,5.0
1997-11-28,5.0625
1997-12-01,4.84375
1997-12-02,4.6875
1997-12-03,4.5
1997-12-04,4.46875
1997-12-05,4.3125
1997-12-08,4.25
1997-12-09,4.4375
1997-12-10,4.40625
1997-12-11,4.28125
1997-12-12,4.25
1997-12-15,4.1875
1997-12-16,4.1875
1997-12-17,4.328125
1997-12-18,4.40625
1997-12-19,4.3125
1997-12-22,4.34375
1997-12-23,4.3125
1997-12-24,4.3125
1997-12-26,4.3125
1997-12-29,4.3125
1997-12-30,4.59375
1997-12-31,4.59375
1998-01-02,4.53125
1998-01-05,4.84375
1998-01-06,5.0
1998-01-07,4.9375
1998-01-08,5.0
1998-01-09,4.9375
1998-01-12,4.90625
1998-01-13,5.21875
1998-01-14,5.28125
1998-01-15,5.0
1998-01-16,4.90625
1998-01-20,4.9375
1998-01-21,4.9375
1998-01-22,5.375
1998-01-23,5.4375
1998-01-26,5.625
1998-01-27,5.71875
1998-01-28,5.6875
1998-01-29,5.78125
1998-01-30,5.71875
1998-02-02,5.78125
1998-02-03,6.0625
1998-02-04,6.375
1998-02-05,6.46875
1998-02-06,6.75
1998-02-09,6.8125
1998-02-10,7.46875
1998-02-11,7.3125
1998-02-12,7.4375
1998-02-13,7.09375
1998-02-17,7.375
1998-02-18,7.4375
1998-02-19,7.375
1998-02-20,7.5
1998-02-23,7.46875
1998-02-24,7.375
1998-02-25,7.34375
1998-02-26,7.25
1998-02-27,7.125
1998-03-02,7.0625
1998-03-03,6.8125
1998-03-04,7.0625
1998-03-05,7.25
1998-03-06,7.90625
1998-03-09,8.5625
1998-03-10,8.625
1998-03-11,8.6875
1998-03-12,8.71875
1998-03-13,9.53125
1998-03-16,9.5
1998-03-17,9.4375
1998-03-18,9.5625
1998-03-19,9.90625
1998-03-20,9.75
1998-03-23,9.5625
1998-03-24,9.90625
1998-03-25,9.84375
1998-03-26,9.625
1998-03-27,9.59375
1998-03-30,9.3125
1998-03-31,9.3125
1998-04-01,9.15625
1998-04-02,8.9375
1998-04-03,9.5625
1998-04-06,9.65625
1998-04-07,9.28125
1998-04-08,9.0
1998-04-09,8.96875
1998-04-13,8.84375
1998-04-14,8.875
1998-04-15,8.8125
1998-04-16,8.4375
1998-04-17,9.0625
1998-04-20,9.96875
1998-04-21,9.5625
1998-04-22,10.625
1998-04-23,10.5
1998-04-24,10.5625
1998-04-27,10.09375
1998-04-28,10.1875
1998-04-29,10.21875
1998-04-30,10.3125
1998-05-01,10.992188453674316
1998-05-04,10.75
1998-05-05,10.46875
1998-05-06,10.375
1998-05-07,10.0
1998-05-08,10.5
1998-05-11,10.28125
1998-05-12,11.03125
1998-05-13,10.484375
1998-05-14,10.625
1998-05-15,10.75
1998-05-18,10.9375
1998-05-19,10.75
1998-05-20,11.125
1998-05-21,11.09375
1998-05-22,11.4375
1998-05-26,10.875
1998-05-27,10.9375
1998-05-28,11.28125
1998-05-29,11.3125
1998-06-01,11.3125
1998-06-02,11.9375
1998-06-03,11.6875
1998-06-04,11.75
1998-06-05,11.6875
1998-06-08,11.5625
1998-06-09,11.34375
1998-06-10,11.40625
1998-06-11,11.1875
1998-06-12,11.0
1998-06-15,10.5625
1998-06-16,11.25
1998-06-17,11.21875
1998-06-18,11.625
1998-06-19,11.8125
1998-06-22,12.03125
1998-06-23,12.25
1998-06-24,12.875
1998-06-25,12.9375
1998-06-26,13.625
1998-06-29,13.53125
1998-06-30,12.9375
1998-07-01,12.5
1998-07-02,12.46875
1998-07-06,12.53125
1998-07-07,12.5
1998-07-08,12.5
1998-07-09,12.46875
1998-07-10,12.5625
1998-07-13,13.875
1998-07-14,13.84375
1998-07-15,13.25
1998-07-16,12.875
1998-07-17,12.5625
1998-07-20,13.25
1998-07-21,13.03125
1998-07-22,12.75
1998-07-23,11.9375
1998-07-24,11.5625
1998-07-27,11.0
1998-07-28,10.75
1998-07-29,10.375
1998-07-30,10.0
1998-07-31,10.0625
1998-08-03,10.125
1998-08-04,9.71875
1998-08-05,8.5
1998-08-06,8.28125
1998-08-07,8.46875
1998-08-10,8.4375
1998-08-11,9.0
1998-08-12,8.5
1998-08-13,7.875
1998-08-14,8.3125
1998-08-17,8.625
1998-08-18,8.96875
1998-08-19,9.15625
1998-08-20,9.0
1998-08-21,8.75
1998-08-24,9.6875
1998-08-25,10.375
1998-08-26,10.4375
1998-08-27,9.75
1998-08-28,9.125
1998-08-31,8.4375
1998-09-01,8.09375
1998-09-02,7.9375
1998-09-03,7.84375
1998-09-04,8.0
1998-09-08,8.59375
1998-09-09,8.46875
1998-09-10,7.4375
1998-09-11,7.875
1998-09-14,8.15625
1998-09-15,8.125
1998-09-16,8.0
1998-09-17,7.625
1998-09-18,7.8125
1998-09-21,8.25
1998-09-22,7.6875
1998-09-23,8.125
1998-09-24,8.125
1998-09-25,8.0
1998-09-28,8.0
1998-09-29,7.75
1998-09-30,7.5
1998-10-01,7.03125
1998-10-02,7.0
1998-10-05,7.0
1998-10-06,7.0625
1998-10-07,6.6875
1998-10-08,6.625
1998-10-09,6.8125
1998-10-12,6.5
