Date,Adj Close
2019-03-15,67.56999969482422
2019-03-18,68.7699966430664
2019-03-19,67.51000213623047
2019-03-20,68.26000213623047
2019-03-21,69.19000244140625
2019-03-22,66.4000015258789
2019-03-25,66.9000015258789
2019-03-26,68.30999755859375
2019-03-27,65.5
2019-03-28,66.73999786376953
2019-03-29,66.95999908447266
2019-04-01,65.62999725341797
2019-04-02,67.76000213623047
2019-04-03,68.19999694824219
2019-04-04,66.26000213623047
2019-04-05,66.87000274658203
2019-04-08,68.56999969482422
2019-04-09,68.55000305175781
2019-04-10,71.27999877929688
2019-04-11,71.63999938964844
2019-04-12,70.9800033569336
2019-04-15,70.0
2019-04-16,69.30000305175781
2019-04-17,67.80000305175781
2019-04-18,67.91999816894531
2019-04-22,69.01000213623047
2019-04-23,72.94999694824219
2019-04-24,72.43000030517578
2019-04-25,73.19999694824219
2019-04-26,74.80999755859375
2019-04-29,75.18000030517578
2019-04-30,75.41999816894531
2019-05-01,75.26000213623047
2019-05-02,72.47000122070312
2019-05-03,69.5199966430664
2019-05-06,70.30999755859375
2019-05-07,72.19999694824219
2019-05-08,73.88999938964844
2019-05-09,73.4000015258789
2019-05-10,74.43000030517578
2019-05-13,70.55000305175781
2019-05-14,71.54000091552734
2019-05-15,74.12999725341797
2019-05-16,77.6500015258789
2019-05-17,77.81999969482422
2019-05-20,77.83000183105469
2019-05-21,78.5
2019-05-22,77.26000213623047
2019-05-23,75.48999786376953
2019-05-24,76.75
2019-05-28,77.52999877929688
2019-05-29,75.12999725341797
2019-05-30,74.86000061035156
2019-05-31,72.56999969482422
2019-06-03,70.45999908447266
2019-06-04,71.6500015258789
2019-06-05,72.87000274658203
2019-06-06,74.02999877929688
2019-06-07,76.66000366210938
2019-06-10,73.19999694824219
2019-06-11,73.80999755859375
2019-06-12,75.83999633789062
2019-06-13,76.75
2019-06-14,77.0
2019-06-17,74.2300033569336
2019-06-18,72.51000213623047
2019-06-19,75.52999877929688
2019-06-20,78.37999725341797
2019-06-21,75.26000213623047
2019-06-24,74.83000183105469
2019-06-25,71.7300033569336
2019-06-26,70.68000030517578
2019-06-27,72.62999725341797
2019-06-28,75.0199966430664
2019-07-01,75.12999725341797
2019-07-02,75.31999969482422
2019-07-03,77.44000244140625
2019-07-05,75.45999908447266
2019-07-08,77.04000091552734
2019-07-09,78.79000091552734
2019-07-10,79.0
2019-07-11,78.22000122070312
2019-07-12,77.7699966430664
2019-07-15,76.87999725341797
2019-07-16,76.86000061035156
2019-07-17,79.16000366210938
2019-07-18,78.11000061035156
2019-07-19,76.7699966430664
2019-07-22,76.51000213623047
2019-07-23,76.83000183105469
2019-07-24,79.18000030517578
2019-07-25,78.80999755859375
2019-07-26,80.33999633789062
2019-07-29,77.02999877929688
2019-07-30,78.05000305175781
2019-07-31,74.5
2019-08-01,79.02999877929688
2019-08-02,79.25
2019-08-05,78.12999725341797
2019-08-06,77.06999969482422
2019-08-07,76.31999969482422
2019-08-08,80.73999786376953
2019-08-09,79.04000091552734
2019-08-12,79.70999908447266
2019-08-13,80.58000183105469
2019-08-14,78.01000213623047
2019-08-15,78.37999725341797
2019-08-16,83.66999816894531
2019-08-19,84.73999786376953
2019-08-20,84.87999725341797
2019-08-21,87.33999633789062
2019-08-22,88.62000274658203
2019-08-23,85.44000244140625
2019-08-26,86.93000030517578
2019-08-27,85.56999969482422
2019-08-28,83.61000061035156
2019-08-29,86.87000274658203
2019-08-30,87.19000244140625
2019-09-03,88.19999694824219
2019-09-04,86.47000122070312
2019-09-05,88.5999984741211
2019-09-06,85.58999633789062
2019-09-09,80.37000274658203
2019-09-10,75.4800033569336
2019-09-11,73.93000030517578
2019-09-12,72.0
2019-09-13,69.5999984741211
2019-09-16,70.3499984741211
2019-09-17,71.9800033569336
2019-09-18,71.87000274658203
2019-09-19,72.01000213623047
2019-09-20,70.01000213623047
2019-09-23,68.62999725341797
2019-09-24,66.7699966430664
2019-09-25,67.76000213623047
2019-09-26,65.7300033569336
2019-09-27,65.20999908447266
2019-09-30,65.11000061035156
2019-10-01,65.62999725341797
2019-10-02,65.41000366210938
2019-10-03,65.87000274658203
2019-10-04,66.76000213623047
2019-10-07,68.06999969482422
2019-10-08,64.13999938964844
2019-10-09,64.4000015258789
2019-10-10,63.06999969482422
2019-10-11,62.380001068115234
2019-10-14,60.56999969482422
2019-10-15,60.7599983215332
2019-10-16,57.869998931884766
2019-10-17,59.5
2019-10-18,58.41999816894531
2019-10-21,58.5099983215332
2019-10-22,55.79999923706055
2019-10-23,56.900001525878906
2019-10-24,59.189998626708984
2019-10-25,59.099998474121094
2019-10-28,57.25
2019-10-29,57.20000076293945
2019-10-30,56.95000076293945
2019-10-31,56.150001525878906
2019-11-01,57.04999923706055
2019-11-04,56.11000061035156
2019-11-05,55.150001525878906
2019-11-06,55.45000076293945
2019-11-07,47.56999969482422
2019-11-08,48.36000061035156
2019-11-11,50.29999923706055
2019-11-12,53.18000030517578
2019-11-13,53.220001220703125
2019-11-14,53.13999938964844
2019-11-15,53.20000076293945
2019-11-18,53.36000061035156
2019-11-19,54.88999938964844
2019-11-20,53.470001220703125
2019-11-21,52.470001220703125
2019-11-22,52.83000183105469
2019-11-25,53.38999938964844
2019-11-26,52.91999816894531
2019-11-27,53.439998626708984
2019-11-29,55.93000030517578
2019-12-02,53.439998626708984
2019-12-03,55.20000076293945
2019-12-04,53.29999923706055
2019-12-05,53.45000076293945
2019-12-06,53.790000915527344
2019-12-09,54.709999084472656
2019-12-10,54.91999816894531
2019-12-11,55.150001525878906
2019-12-12,55.93000030517578
2019-12-13,57.20000076293945
2019-12-16,60.119998931884766
2019-12-17,60.91999816894531
2019-12-18,62.0099983215332
2019-12-19,62.779998779296875
2019-12-20,62.9900016784668
2019-12-23,63.029998779296875
2019-12-24,63.779998779296875
2019-12-26,65.05000305175781
2019-12-27,65.30000305175781
2019-12-30,63.66999816894531
2019-12-31,64.05000305175781
2020-01-02,64.22000122070312
2020-01-03,65.12000274658203
2020-01-06,67.43000030517578
2020-01-07,67.98999786376953
2020-01-08,67.73999786376953
2020-01-09,68.62000274658203
2020-01-10,69.06999969482422
2020-01-13,69.9800033569336
2020-01-14,70.51000213623047
2020-01-15,70.95999908447266
2020-01-16,71.9000015258789
2020-01-17,71.11000061035156
2020-01-21,70.44999694824219
2020-01-22,70.6500015258789
2020-01-23,72.5199966430664
2020-01-24,72.02999877929688
2020-01-27,70.47000122070312
2020-01-28,72.62000274658203
2020-01-29,72.5999984741211
2020-01-30,72.7699966430664
2020-01-31,70.95999908447266
2020-02-03,70.02999877929688
2020-02-04,71.16999816894531
2020-02-05,70.45999908447266
2020-02-06,70.80999755859375
2020-02-07,71.12999725341797
2020-02-10,72.79000091552734
2020-02-11,73.02999877929688
2020-02-12,75.04000091552734
2020-02-13,75.30000305175781
2020-02-14,75.33000183105469
2020-02-18,76.73999786376953
2020-02-19,76.02999877929688
2020-02-20,76.08999633789062
2020-02-21,76.75
2020-02-24,74.20999908447266
2020-02-25,68.69999694824219
2020-02-26,65.95999908447266
2020-02-27,64.05999755859375
2020-02-28,62.88999938964844
2020-03-02,64.02999877929688
2020-03-03,61.33000183105469
2020-03-04,62.959999084472656
2020-03-05,61.72999954223633
2020-03-06,64.36000061035156
2020-03-09,62.040000915527344
2020-03-10,62.849998474121094
2020-03-11,58.599998474121094
2020-03-12,57.09000015258789
2020-03-13,59.29999923706055
2020-03-16,56.369998931884766
2020-03-17,60.40999984741211
2020-03-18,60.66999816894531
2020-03-19,62.97999954223633
2020-03-20,64.12999725341797
2020-03-23,62.209999084472656
2020-03-24,69.83999633789062
2020-03-25,65.55000305175781
2020-03-26,70.83999633789062
2020-03-27,67.44999694824219
2020-03-30,68.5199966430664
2020-03-31,67.29000091552734
2020-04-01,63.61000061035156
2020-04-02,64.69000244140625
2020-04-03,67.54000091552734
2020-04-06,72.12999725341797
2020-04-07,71.86000061035156
2020-04-08,72.91000366210938
2020-04-09,76.19999694824219
2020-04-13,73.44999694824219
2020-04-14,74.79000091552734
2020-04-15,72.62999725341797
2020-04-16,78.05999755859375
2020-04-17,77.54000091552734
2020-04-20,78.2699966430664
2020-04-21,77.73999786376953
2020-04-22,79.27999877929688
2020-04-23,78.1500015258789
2020-04-24,80.19999694824219
2020-04-27,80.43000030517578
2020-04-28,78.5
2020-04-29,78.62000274658203
2020-04-30,81.55999755859375
2020-05-01,89.22000122070312
2020-05-04,93.3499984741211
2020-05-05,97.48999786376953
2020-05-06,102.44999694824219
2020-05-07,107.02999877929688
2020-05-08,108.02999877929688
2020-05-11,109.9000015258789
2020-05-12,107.55000305175781
2020-05-13,109.33000183105469
2020-05-14,109.63999938964844
2020-05-15,113.48999786376953
2020-05-18,110.9000015258789
2020-05-19,111.41999816894531
2020-05-20,109.81999969482422
2020-05-21,107.88999938964844
2020-05-22,111.7699966430664
2020-05-26,107.06999969482422
2020-05-27,105.0
2020-05-28,104.70999908447266
2020-05-29,110.8499984741211
2020-06-01,112.3499984741211
2020-06-02,110.75
2020-06-03,115.01000213623047
2020-06-04,113.4000015258789
2020-06-05,115.0
2020-06-08,112.12000274658203
2020-06-09,118.04000091552734
2020-06-10,117.36000061035156
2020-06-11,117.12999725341797
2020-06-12,115.44000244140625
2020-06-15,122.36000061035156
2020-06-16,123.0
2020-06-17,123.68000030517578
2020-06-18,127.81999969482422
2020-06-19,124.81999969482422
2020-06-22,129.19000244140625
2020-06-23,125.16000366210938
2020-06-24,125.20999908447266
2020-06-25,129.35000610351562
2020-06-26,124.37000274658203
2020-06-29,125.81999969482422
2020-06-30,127.0
2020-07-01,131.02999877929688
2020-07-02,132.25999450683594
2020-07-06,131.9600067138672
2020-07-07,132.91000366210938
2020-07-08,138.2100067138672
2020-07-09,138.91000366210938
2020-07-10,135.82000732421875
2020-07-13,128.39999389648438
2020-07-14,129.55999755859375
2020-07-15,126.20999908447266
2020-07-16,122.88999938964844
2020-07-17,126.4800033569336
2020-07-20,132.50999450683594
2020-07-21,136.3699951171875
2020-07-22,138.0
2020-07-23,137.63999938964844
2020-07-24,137.55999755859375
2020-07-27,142.42999267578125
2020-07-28,142.25999450683594
2020-07-29,147.1199951171875
2020-07-30,148.99000549316406
2020-07-31,144.77999877929688
2020-08-03,153.5800018310547
2020-08-04,153.30999755859375
2020-08-05,153.75
2020-08-06,152.27999877929688
2020-08-07,147.25
2020-08-10,145.0399932861328
2020-08-11,141.63999938964844
2020-08-12,142.07000732421875
2020-08-13,144.6699981689453
2020-08-14,146.5500030517578
2020-08-17,149.8000030517578
2020-08-18,153.14999389648438
2020-08-19,152.5800018310547
2020-08-20,157.55999755859375
2020-08-21,156.10000610351562
2020-08-24,158.0
2020-08-25,156.5
2020-08-26,155.8300018310547
2020-08-27,148.99000549316406
2020-08-28,153.52000427246094
2020-08-31,157.47999572753906
2020-09-01,165.33999633789062
2020-09-02,163.64999389648438
2020-09-03,152.27000427246094
2020-09-04,148.13999938964844
2020-09-08,144.88999938964844
2020-09-09,149.1199951171875
2020-09-10,151.5399932861328
2020-09-11,143.97000122070312
2020-09-14,146.10000610351562
2020-09-15,146.24000549316406
2020-09-16,144.85499572753906
2020-09-17,150.05999755859375
2020-09-18,154.67999267578125
2020-09-21,163.61000061035156
2020-09-22,169.1699981689453
2020-09-23,161.61000061035156
2020-09-24,163.16000366210938
2020-09-25,174.22999572753906
2020-09-28,171.0800018310547
2020-09-29,175.16000366210938
2020-09-30,174.57000732421875
2020-10-01,179.9499969482422
2020-10-02,181.25
2020-10-05,182.2100067138672
2020-10-06,184.77999877929688
2020-10-07,171.57000732421875
2020-10-08,173.82000732421875
2020-10-09,178.1199951171875
2020-10-12,187.52999877929688
2020-10-13,193.0800018310547
2020-10-14,190.50999450683594
2020-10-15,188.82000732421875
2020-10-16,185.33999633789062
2020-10-19,183.02000427246094
2020-10-20,171.47000122070312
2020-10-21,171.00999450683594
2020-10-22,161.08999633789062
2020-10-23,162.3699951171875
2020-10-26,157.6199951171875
2020-10-27,163.69000244140625
2020-10-28,167.58999633789062
2020-10-29,168.6300048828125
2020-10-30,160.35499572753906
2020-11-02,157.85000610351562
2020-11-03,157.4499969482422
2020-11-04,160.3000030517578
2020-11-05,165.6300048828125
2020-11-06,163.44000244140625
2020-11-09,143.6699981689453
2020-11-10,143.72000122070312
2020-11-11,144.7899932861328
2020-11-12,149.47999572753906
2020-11-13,143.6999969482422
2020-11-16,141.64999389648438
2020-11-17,143.14999389648438
2020-11-18,144.25999450683594
2020-11-19,144.5
2020-11-20,153.0
2020-11-23,153.16000366210938
2020-11-24,144.6699981689453
2020-11-25,144.77999877929688
2020-11-27,150.0800018310547
2020-11-30,151.77999877929688
2020-12-01,153.07000732421875
2020-12-02,157.49000549316406
2020-12-03,158.88999938964844
2020-12-04,158.11000061035156
2020-12-07,159.82000732421875
2020-12-08,165.27999877929688
2020-12-09,158.1699981689453
2020-12-10,164.27999877929688
2020-12-11,169.00999450683594
2020-12-14,175.19000244140625
2020-12-15,173.47000122070312
2020-12-16,175.4199981689453
2020-12-17,179.30999755859375
2020-12-18,180.11000061035156
2020-12-21,181.57000732421875
2020-12-22,189.55999755859375
2020-12-23,176.07000732421875
2020-12-24,174.05999755859375
2020-12-28,159.58999633789062
2020-12-29,161.89999389648438
2020-12-30,160.23500061035156
2020-12-31,153.6699981689453
2021-01-04,158.47000122070312
2021-01-05,157.72000122070312
2021-01-06,144.42999267578125
2021-01-07,151.47999572753906
2021-01-08,156.07000732421875
2021-01-11,154.72000122070312
2021-01-12,157.5399932861328
2021-01-13,158.00999450683594
2021-01-14,161.13999938964844
2021-01-15,162.10000610351562
2021-01-19,164.8800048828125
2021-01-20,166.38999938964844
2021-01-21,167.83999633789062
2021-01-22,169.22999572753906
2021-01-25,167.0
2021-01-26,171.99000549316406
2021-01-27,181.24000549316406
2021-01-28,180.49000549316406
2021-01-29,178.13999938964844
2021-02-01,178.8699951171875
2021-02-02,183.7899932861328
2021-02-03,182.9199981689453
2021-02-04,186.8000030517578
2021-02-05,185.0
2021-02-08,185.0
2021-02-09,183.14999389648438
2021-02-10,179.8300018310547
2021-02-11,182.10000610351562
2021-02-12,184.10000610351562
2021-02-16,187.8800048828125
2021-02-17,179.0500030517578
2021-02-18,186.7100067138672
2021-02-19,188.8300018310547
2021-02-22,173.27999877929688
2021-02-23,171.1300048828125
2021-02-24,170.44000244140625
2021-02-25,161.1699981689453
2021-02-26,158.36000061035156
2021-03-01,154.1300048828125
2021-03-02,148.1300048828125
2021-03-03,131.32000732421875
2021-03-04,129.17999267578125
2021-03-05,125.0999984741211
2021-03-08,121.9000015258789
2021-03-09,128.6300048828125
2021-03-10,131.80999755859375
2021-03-11,130.3800048828125
2021-03-12,127.72000122070312
2021-03-15,130.19000244140625
2021-03-16,131.83999633789062
2021-03-17,130.91000366210938
2021-03-18,120.5
2021-03-19,123.19999694824219
2021-03-22,125.41000366210938
2021-03-23,126.41000366210938
2021-03-24,116.05000305175781
2021-03-25,118.92500305175781
2021-03-26,114.94999694824219
2021-03-29,116.5
2021-03-30,122.29000091552734
2021-03-31,126.73999786376953
2021-04-01,126.73999786376953
2021-04-05,123.0
2021-04-06,124.29000091552734
2021-04-07,123.06999969482422
2021-04-08,128.60000610351562
2021-04-09,128.55999755859375
2021-04-12,127.30999755859375
2021-04-13,133.5800018310547
2021-04-14,131.25999450683594
2021-04-15,133.02000427246094
2021-04-16,135.0500030517578
2021-04-19,133.08999633789062
2021-04-20,132.0
2021-04-21,128.61000061035156
2021-04-22,133.7100067138672
2021-04-23,138.00999450683594
2021-04-26,137.7100067138672
2021-04-27,135.66000366210938
2021-04-28,133.72999572753906
2021-04-29,130.10000610351562
2021-04-30,132.1999969482422
2021-05-03,125.76000213623047
2021-05-04,121.30999755859375
2021-05-05,118.98999786376953
2021-05-06,121.9800033569336
2021-05-07,125.66000366210938
2021-05-10,117.08000183105469
2021-05-11,117.3499984741211
2021-05-12,112.47000122070312
2021-05-13,108.8499984741211
2021-05-14,114.11000061035156
2021-05-17,112.58000183105469
2021-05-18,116.7300033569336
2021-05-19,115.29000091552734
2021-05-20,117.66999816894531
2021-05-21,116.5999984741211
2021-05-24,116.48999786376953
2021-05-25,115.38999938964844
2021-05-26,116.41000366210938
2021-05-27,117.30000305175781
2021-05-28,118.29000091552734
2021-06-01,117.41000366210938
2021-06-02,119.19999694824219
2021-06-03,114.30000305175781
2021-06-04,114.73999786376953
2021-06-07,118.3499984741211
2021-06-08,119.41999816894531
2021-06-09,118.7699966430664
2021-06-10,122.13999938964844
2021-06-11,127.0
2021-06-14,129.50999450683594
2021-06-15,128.0800018310547
2021-06-16,128.44000244140625
2021-06-17,130.3699951171875
2021-06-18,131.85000610351562
2021-06-21,128.47000122070312
2021-06-22,132.36000061035156
2021-06-23,133.19000244140625
2021-06-24,137.63999938964844
2021-06-25,138.82000732421875
2021-06-28,141.11000061035156
2021-06-29,140.47000122070312
2021-06-30,137.9199981689453
2021-07-01,135.08999633789062
2021-07-02,137.67999267578125
2021-07-06,140.5
2021-07-07,134.16000366210938
2021-07-08,130.00999450683594
2021-07-09,130.67999267578125
2021-07-12,129.83999633789062
2021-07-13,130.27999877929688
2021-07-14,128.50999450683594
2021-07-15,127.25
2021-07-16,128.74000549316406
2021-07-19,131.52999877929688
2021-07-20,133.99000549316406
2021-07-21,133.25999450683594
2021-07-22,135.39999389648438
2021-07-23,133.55999755859375
2021-07-26,131.83999633789062
2021-07-27,129.91000366210938
2021-07-28,131.3800048828125
2021-07-29,129.77999877929688
2021-07-30,129.66000366210938
2021-08-02,129.16000366210938
2021-08-03,128.02999877929688
2021-08-04,127.30000305175781
2021-08-05,124.83999633789062
2021-08-06,119.97000122070312
2021-08-09,118.75
2021-08-10,116.5
2021-08-11,114.18000030517578
2021-08-12,113.22000122070312
2021-08-13,110.75
2021-08-16,107.9800033569336
2021-08-17,109.83999633789062
